x1 y1 z1 x2 y2 z2 radius R G B time type 
-6.7065 4.8747 -26.3284 -6.6497 4.8628 -26.2469 0.0200 0.7843 0.7843 0.0392 24.4371 4.0000 
-6.6497 4.8628 -26.2469 -6.5891 4.8481 -26.1688 0.0200 0.7843 0.7843 0.0392 24.7043 4.0000 
-6.5891 4.8481 -26.1688 -6.5730 4.8448 -26.1485 0.0200 0.7843 0.7843 0.0392 25.4471 4.0000 
-6.8617 4.9818 -26.2150 -6.8715 4.9304 -26.1297 0.0200 0.7843 0.7843 0.0392 25.8817 4.0000 
-6.8715 4.9304 -26.1297 -6.8813 4.8786 -26.0448 0.0200 0.7843 0.7843 0.0392 25.9579 4.0000 
-6.8813 4.8786 -26.0448 -6.8921 4.8288 -25.9587 0.0200 0.7843 0.7843 0.0392 26.0868 4.0000 
-6.8921 4.8288 -25.9587 -6.9044 4.7799 -25.8724 0.0200 0.7843 0.7843 0.0392 26.7381 4.0000 
-6.9044 4.7799 -25.8724 -6.9049 4.7783 -25.8694 0.0200 0.7843 0.7843 0.0392 27.1435 4.0000 
-7.2288 4.9772 -26.5445 -7.2670 5.0254 -26.6114 0.0200 0.6275 0.5882 0.1176 26.6618 3.0000 
-7.2670 5.0254 -26.6114 -7.2916 5.0539 -26.7041 0.0200 0.6275 0.5882 0.1176 26.7526 3.0000 
-7.2916 5.0539 -26.7041 -7.3178 5.0604 -26.8004 0.0200 0.6275 0.5882 0.1176 26.8940 3.0000 
-7.3178 5.0604 -26.8004 -7.3275 5.0625 -26.8391 0.0200 0.6275 0.5882 0.1176 26.9829 3.0000 
-7.3275 5.0625 -26.8391 -7.3384 5.0662 -26.9357 0.0200 0.6275 0.5882 0.1176 28.3846 3.0000 
-7.2670 5.0254 -26.6114 -7.3667 5.0209 -26.6181 0.0200 0.7843 0.7843 0.0392 26.8055 4.0000 
-7.3667 5.0209 -26.6181 -7.4665 5.0277 -26.6176 0.0200 0.7843 0.7843 0.0392 26.8948 4.0000 
-7.4665 5.0277 -26.6176 -7.5663 5.0322 -26.6224 0.0200 0.7843 0.7843 0.0392 27.1403 4.0000 
-7.5663 5.0322 -26.6224 -7.5907 5.0338 -26.6255 0.0200 0.7843 0.7843 0.0392 27.7971 4.0000 
-7.3275 5.0625 -26.8391 -7.2932 5.1403 -26.8917 0.0200 0.7843 0.7843 0.0392 28.4401 4.0000 
-7.2932 5.1403 -26.8917 -7.2526 5.2095 -26.9514 0.0200 0.7843 0.7843 0.0392 28.5163 4.0000 
-7.2526 5.2095 -26.9514 -7.2127 5.2782 -27.0122 0.0200 0.7843 0.7843 0.0392 28.6386 4.0000 
-7.2127 5.2782 -27.0122 -7.1825 5.3509 -27.0738 0.0200 0.7843 0.7843 0.0392 28.9809 4.0000 
-7.1825 5.3509 -27.0738 -7.1749 5.3678 -27.0878 0.0200 0.7843 0.7843 0.0392 29.8081 4.0000 
-1.8770 1.9634 -26.7925 -1.8527 1.8722 -26.7596 0.0300 0.5490 0.4902 0.1569 16.2673 2.0000 
-1.8527 1.8722 -26.7596 -1.8342 1.7809 -26.7232 0.0300 0.5490 0.4902 0.1569 16.3370 2.0000 
-1.8342 1.7809 -26.7232 -1.8150 1.6897 -26.6868 0.0300 0.5490 0.4902 0.1569 16.4077 2.0000 
-1.8150 1.6897 -26.6868 -1.7846 1.6018 -26.6502 0.0300 0.5490 0.4902 0.1569 16.4793 2.0000 
-1.7846 1.6018 -26.6502 -1.7555 1.5253 -26.6185 0.0300 0.5490 0.4902 0.1569 16.5429 2.0000 
-1.7555 1.5253 -26.6185 -1.7178 1.4403 -26.5817 0.0300 0.5490 0.4902 0.1569 16.6164 2.0000 
-1.7178 1.4403 -26.5817 -1.6691 1.3596 -26.5484 0.0300 0.5490 0.4902 0.1569 16.6910 2.0000 
-1.6691 1.3596 -26.5484 -1.6026 1.2885 -26.5255 0.0300 0.5490 0.4902 0.1569 16.7665 2.0000 
-1.6026 1.2885 -26.5255 -1.5419 1.2099 -26.5140 0.0300 0.5490 0.4902 0.1569 16.8432 2.0000 
-1.5419 1.2099 -26.5140 -1.4788 1.1325 -26.5202 0.0300 0.5490 0.4902 0.1569 16.9211 2.0000 
-1.4788 1.1325 -26.5202 -1.4482 1.0779 -26.5205 0.0300 0.5490 0.4902 0.1569 16.9703 2.0000 
-1.4482 1.0779 -26.5205 -1.4155 0.9841 -26.5320 0.0300 0.5490 0.4902 0.1569 17.0501 2.0000 
-1.4155 0.9841 -26.5320 -1.3796 0.8915 -26.5434 0.0300 0.5490 0.4902 0.1569 17.1310 2.0000 
-1.3796 0.8915 -26.5434 -1.3427 0.7993 -26.5548 0.0300 0.5490 0.4902 0.1569 17.2132 2.0000 
-1.3427 0.7993 -26.5548 -1.3346 0.7799 -26.5583 0.0300 0.5490 0.4902 0.1569 17.2309 2.0000 
-1.3346 0.7799 -26.5583 -1.3094 0.6840 -26.5710 0.0300 0.5490 0.4902 0.1569 17.3147 2.0000 
-1.3094 0.6840 -26.5710 -1.2819 0.5890 -26.5858 0.0300 0.5490 0.4902 0.1569 17.3998 2.0000 
-1.2819 0.5890 -26.5858 -1.2496 0.4946 -26.5920 0.0300 0.5490 0.4902 0.1569 17.4864 2.0000 
-1.2496 0.4946 -26.5920 -1.2359 0.3970 -26.6090 0.0300 0.5490 0.4902 0.1569 17.5744 2.0000 
-1.2359 0.3970 -26.6090 -1.2333 0.3545 -26.6157 0.0300 0.5490 0.4902 0.1569 17.6127 2.0000 
-1.2333 0.3545 -26.6157 -1.2330 0.2551 -26.6269 0.0300 0.5490 0.4902 0.1569 17.7029 2.0000 
-1.2330 0.2551 -26.6269 -1.2432 0.1561 -26.6367 0.0300 0.5490 0.4902 0.1569 17.7946 2.0000 
-1.2432 0.1561 -26.6367 -1.2444 0.1155 -26.6406 0.0300 0.5490 0.4902 0.1569 17.8326 2.0000 
-1.2444 0.1155 -26.6406 -1.2339 0.0161 -26.6369 0.0300 0.5490 0.4902 0.1569 17.9266 2.0000 
-1.2339 0.0161 -26.6369 -1.2098 -0.0810 -26.6364 0.0300 0.5490 0.4902 0.1569 18.0223 2.0000 
-1.2098 -0.0810 -26.6364 -1.2115 -0.1809 -26.6386 0.0300 0.5490 0.4902 0.1569 18.1198 2.0000 
-1.2115 -0.1809 -26.6386 -1.2080 -0.2745 -26.6735 0.0300 0.5490 0.4902 0.1569 18.2191 2.0000 
-1.2080 -0.2745 -26.6735 -1.2058 -0.2989 -26.6841 0.0300 0.5490 0.4902 0.1569 18.2459 2.0000 
-1.2058 -0.2989 -26.6841 -1.1976 -0.3902 -26.7240 0.0300 0.5490 0.4902 0.1569 18.3476 2.0000 
-1.1976 -0.3902 -26.7240 -1.1640 -0.4800 -26.7524 0.0300 0.5490 0.4902 0.1569 18.4514 2.0000 
-1.1640 -0.4800 -26.7524 -1.1322 -0.5731 -26.7705 0.0300 0.5490 0.4902 0.1569 18.5572 2.0000 
-1.1322 -0.5731 -26.7705 -1.1016 -0.6678 -26.7805 0.0300 0.5490 0.4902 0.1569 18.6652 2.0000 
-1.1016 -0.6678 -26.7805 -1.0527 -0.7542 -26.7922 0.0300 0.5490 0.4902 0.1569 18.7755 2.0000 
-1.0527 -0.7542 -26.7922 -1.0316 -0.7932 -26.7889 0.0300 0.5490 0.4902 0.1569 18.8252 2.0000 
-1.0316 -0.7932 -26.7889 -0.9934 -0.8855 -26.7886 0.0300 0.5490 0.4902 0.1569 18.9389 2.0000 
-0.9934 -0.8855 -26.7886 -0.9544 -0.9776 -26.7878 0.0300 0.5490 0.4902 0.1569 19.0551 2.0000 
-0.9544 -0.9776 -26.7878 -0.9087 -1.0659 -26.7770 0.0300 0.5490 0.4902 0.1569 19.1739 2.0000 
-0.9087 -1.0659 -26.7770 -0.8635 -1.1545 -26.7664 0.0300 0.5490 0.4902 0.1569 19.2954 2.0000 
-0.8635 -1.1545 -26.7664 -0.8377 -1.2052 -26.7599 0.0300 0.5490 0.4902 0.1569 19.3663 2.0000 
-0.8377 -1.2052 -26.7599 -0.7963 -1.2948 -26.7761 0.0300 0.5490 0.4902 0.1569 19.4924 2.0000 
-0.7963 -1.2948 -26.7761 -0.7683 -1.3901 -26.7872 0.0300 0.5490 0.4902 0.1569 19.6216 2.0000 
-0.7683 -1.3901 -26.7872 -0.7320 -1.4833 -26.7887 0.0300 0.5490 0.4902 0.1569 19.7541 2.0000 
-0.7320 -1.4833 -26.7887 -0.6898 -1.5642 -26.7477 0.0300 0.5490 0.4902 0.1569 19.8899 2.0000 
-0.6898 -1.5642 -26.7477 -0.6512 -1.6467 -26.7064 0.0300 0.5490 0.4902 0.1569 20.0294 2.0000 
-0.6512 -1.6467 -26.7064 -0.6129 -1.7160 -26.6454 0.0300 0.5490 0.4902 0.1569 20.1726 2.0000 
-0.6129 -1.7160 -26.6454 -0.5873 -1.7540 -26.6046 0.0300 0.5490 0.4902 0.1569 20.2624 2.0000 
-0.5873 -1.7540 -26.6046 -0.5279 -1.7950 -26.5354 0.0300 0.5490 0.4902 0.1569 20.4122 2.0000 
-0.5279 -1.7950 -26.5354 -0.4648 -1.8244 -26.4636 0.0300 0.5490 0.4902 0.1569 20.5663 2.0000 
-0.4648 -1.8244 -26.4636 -0.4002 -1.8603 -26.3963 0.0300 0.5490 0.4902 0.1569 20.7251 2.0000 
-0.4002 -1.8603 -26.3963 -0.3238 -1.8869 -26.3375 0.0300 0.5490 0.4902 0.1569 20.8889 2.0000 
-0.3238 -1.8869 -26.3375 -0.2465 -1.9070 -26.2774 0.0300 0.5490 0.4902 0.1569 21.0579 2.0000 
-0.2465 -1.9070 -26.2774 -0.1841 -1.9185 -26.2488 0.0300 0.5490 0.4902 0.1569 21.1786 2.0000 
-0.1841 -1.9185 -26.2488 -0.0880 -1.9196 -26.2213 0.0300 0.5490 0.4902 0.1569 21.3573 2.0000 
-0.0880 -1.9196 -26.2213 0.0091 -1.9096 -26.1996 0.0300 0.5490 0.4902 0.1569 21.5422 2.0000 
0.0091 -1.9096 -26.1996 0.1087 -1.9074 -26.1910 0.0300 0.5490 0.4902 0.1569 21.7339 2.0000 
0.1087 -1.9074 -26.1910 0.2064 -1.8898 -26.1786 0.0300 0.5490 0.4902 0.1569 21.9328 2.0000 
0.2064 -1.8898 -26.1786 0.3044 -1.8709 -26.1837 0.0300 0.5490 0.4902 0.1569 22.1395 2.0000 
0.3044 -1.8709 -26.1837 0.4030 -1.8542 -26.1854 0.0300 0.5490 0.4902 0.1569 22.3546 2.0000 
0.4030 -1.8542 -26.1854 0.4669 -1.8465 -26.1872 0.0300 0.5490 0.4902 0.1569 22.4978 2.0000 
0.4669 -1.8465 -26.1872 0.5666 -1.8455 -26.1800 0.0300 0.5490 0.4902 0.1569 22.7284 2.0000 
0.5666 -1.8455 -26.1800 0.6621 -1.8495 -26.1507 0.0300 0.5490 0.4902 0.1569 22.9695 2.0000 
0.6621 -1.8495 -26.1507 0.7518 -1.8416 -26.1072 0.0300 0.5490 0.4902 0.1569 23.2221 2.0000 
0.7518 -1.8416 -26.1072 0.8464 -1.8459 -26.0750 0.0300 0.5490 0.4902 0.1569 23.4875 2.0000 
0.8464 -1.8459 -26.0750 0.9447 -1.8541 -26.0589 0.0300 0.5490 0.4902 0.1569 23.7669 2.0000 
0.9447 -1.8541 -26.0589 1.0429 -1.8644 -26.0427 0.0300 0.5490 0.4902 0.1569 24.0619 2.0000 
1.0429 -1.8644 -26.0427 1.1405 -1.8745 -26.0234 0.0300 0.5490 0.4902 0.1569 24.3745 2.0000 
1.1405 -1.8745 -26.0234 1.1738 -1.8775 -26.0166 0.0300 0.5490 0.4902 0.1569 24.4856 2.0000 
1.1738 -1.8775 -26.0166 1.2714 -1.8864 -25.9969 0.0300 0.5490 0.4902 0.1569 24.8251 2.0000 
1.2714 -1.8864 -25.9969 1.3678 -1.8957 -25.9716 0.0300 0.5490 0.4902 0.1569 25.1880 2.0000 
1.3678 -1.8957 -25.9716 1.4648 -1.9075 -25.9505 0.0300 0.5490 0.4902 0.1569 25.5776 2.0000 
1.4648 -1.9075 -25.9505 1.5587 -1.9370 -25.9326 0.0300 0.5490 0.4902 0.1569 25.9984 2.0000 
1.5587 -1.9370 -25.9326 1.6574 -1.9530 -25.9316 0.0300 0.5490 0.4902 0.1569 26.4557 2.0000 
1.6574 -1.9530 -25.9316 1.6936 -1.9560 -25.9327 0.0300 0.5490 0.4902 0.1569 26.6323 2.0000 
1.6936 -1.9560 -25.9327 1.7935 -1.9592 -25.9352 0.0300 0.5490 0.4902 0.1569 27.1509 2.0000 
1.7935 -1.9592 -25.9352 1.8933 -1.9645 -25.9392 0.0300 0.5490 0.4902 0.1569 27.7261 2.0000 
1.8933 -1.9645 -25.9392 1.9931 -1.9677 -25.9451 0.0300 0.5490 0.4902 0.1569 28.3717 2.0000 
1.9931 -1.9677 -25.9451 2.0891 -1.9925 -25.9579 0.0300 0.5490 0.4902 0.1569 29.1075 2.0000 
2.0891 -1.9925 -25.9579 2.1817 -2.0296 -25.9645 0.0300 0.5490 0.4902 0.1569 29.9628 2.0000 
2.1817 -2.0296 -25.9645 2.1855 -2.0310 -25.9648 0.0300 0.5490 0.4902 0.1569 30.0000 2.0000 
-1.7555 1.5253 -26.6185 -1.6814 1.4875 -26.6741 0.0200 0.6275 0.5882 0.1176 16.9820 3.0000 
-1.6814 1.4875 -26.6741 -1.6785 1.4861 -26.6764 0.0200 0.6275 0.5882 0.1176 16.9843 3.0000 
-1.6785 1.4861 -26.6764 -1.6146 1.4351 -26.7339 0.0200 0.6275 0.5882 0.1176 17.0543 3.0000 
-1.6146 1.4351 -26.7339 -1.5525 1.3780 -26.7876 0.0200 0.6275 0.5882 0.1176 17.1622 3.0000 
-1.5525 1.3780 -26.7876 -1.5207 1.3620 -26.8058 0.0200 0.6275 0.5882 0.1176 17.2290 3.0000 
-1.5207 1.3620 -26.8058 -1.4665 1.3379 -26.8864 0.0200 0.6275 0.5882 0.1176 17.9808 3.0000 
-1.4665 1.3379 -26.8864 -1.4651 1.3373 -26.8884 0.0200 0.6275 0.5882 0.1176 18.3321 3.0000 
-1.6785 1.4861 -26.6764 -1.5856 1.5124 -26.6503 0.0200 0.7843 0.7843 0.0392 17.1224 4.0000 
-1.5856 1.5124 -26.6503 -1.4906 1.5360 -26.6299 0.0200 0.7843 0.7843 0.0392 17.2103 4.0000 
-1.4906 1.5360 -26.6299 -1.3965 1.5651 -26.6126 0.0200 0.7843 0.7843 0.0392 17.3426 4.0000 
-1.3965 1.5651 -26.6126 -1.3017 1.5876 -26.5901 0.0200 0.7843 0.7843 0.0392 17.6181 4.0000 
-1.3017 1.5876 -26.5901 -1.2509 1.6060 -26.5802 0.0200 0.7843 0.7843 0.0392 18.8908 4.0000 
-1.5207 1.3620 -26.8058 -1.4453 1.4268 -26.8164 0.0200 0.7843 0.7843 0.0392 18.4075 4.0000 
-1.4453 1.4268 -26.8164 -1.3708 1.4925 -26.8276 0.0200 0.7843 0.7843 0.0392 18.5136 4.0000 
-1.3708 1.4925 -26.8276 -1.2967 1.5582 -26.8419 0.0200 0.7843 0.7843 0.0392 18.6943 4.0000 
-1.2967 1.5582 -26.8419 -1.2287 1.6315 -26.8412 0.0200 0.7843 0.7843 0.0392 19.8162 4.0000 
-1.2287 1.6315 -26.8412 -1.2277 1.6326 -26.8412 0.0200 0.7843 0.7843 0.0392 20.1508 4.0000 
-1.4482 1.0779 -26.5205 -1.3925 1.0588 -26.4397 0.0200 0.6275 0.5882 0.1176 17.4645 3.0000 
-1.3925 1.0588 -26.4397 -1.3902 1.0581 -26.4364 0.0200 0.6275 0.5882 0.1176 17.4679 3.0000 
-1.3902 1.0581 -26.4364 -1.3267 1.0667 -26.3596 0.0200 0.6275 0.5882 0.1176 17.5680 3.0000 
-1.3267 1.0667 -26.3596 -1.2590 1.0761 -26.2866 0.0200 0.6275 0.5882 0.1176 17.7263 3.0000 
-1.2590 1.0761 -26.2866 -1.2417 1.0728 -26.2507 0.0200 0.6275 0.5882 0.1176 17.8286 3.0000 
-1.2417 1.0728 -26.2507 -1.1944 1.0679 -26.1749 0.0200 0.6275 0.5882 0.1176 19.3038 3.0000 
-1.3902 1.0581 -26.4364 -1.2936 1.0636 -26.4616 0.0200 0.7843 0.7843 0.0392 17.6128 4.0000 
-1.2936 1.0636 -26.4616 -1.1970 1.0689 -26.4870 0.0200 0.7843 0.7843 0.0392 17.6931 4.0000 
-1.1970 1.0689 -26.4870 -1.1003 1.0774 -26.5107 0.0200 0.7843 0.7843 0.0392 17.8298 4.0000 
-1.1003 1.0774 -26.5107 -1.0051 1.1005 -26.5309 0.0200 0.7843 0.7843 0.0392 18.6635 4.0000 
-1.0051 1.1005 -26.5309 -1.0036 1.1008 -26.5312 0.0200 0.7843 0.7843 0.0392 18.9330 4.0000 
-1.2417 1.0728 -26.2507 -1.1446 1.0497 -26.2573 0.0200 0.7843 0.7843 0.0392 19.3667 4.0000 
-1.1446 1.0497 -26.2573 -1.0487 1.0220 -26.2635 0.0200 0.7843 0.7843 0.0392 19.4554 4.0000 
-1.0487 1.0220 -26.2635 -0.9494 1.0111 -26.2661 0.0200 0.7843 0.7843 0.0392 19.6076 4.0000 
-0.9494 1.0111 -26.2661 -0.8509 1.0080 -26.2733 0.0200 0.7843 0.7843 0.0392 20.8079 4.0000 
-1.3346 0.7799 -26.5583 -1.3339 0.7572 -26.6470 0.0200 0.6275 0.5882 0.1176 17.7194 3.0000 
-1.3339 0.7572 -26.6470 -1.3464 0.7308 -26.7426 0.0200 0.6275 0.5882 0.1176 17.7843 3.0000 
-1.3464 0.7308 -26.7426 -1.3651 0.7071 -26.8380 0.0200 0.6275 0.5882 0.1176 17.8840 3.0000 
-1.3651 0.7071 -26.8380 -1.3763 0.7031 -26.8762 0.0200 0.6275 0.5882 0.1176 17.9453 3.0000 
-1.3763 0.7031 -26.8762 -1.4282 0.6456 -26.9394 0.0200 0.6275 0.5882 0.1176 18.5355 3.0000 
-1.4282 0.6456 -26.9394 -1.4306 0.6431 -26.9425 0.0200 0.6275 0.5882 0.1176 18.9841 3.0000 
-1.3339 0.7572 -26.6470 -1.2654 0.6868 -26.6655 0.0200 0.7843 0.7843 0.0392 17.8576 4.0000 
-1.2654 0.6868 -26.6655 -1.1868 0.6310 -26.6921 0.0200 0.7843 0.7843 0.0392 17.9629 4.0000 
-1.1868 0.6310 -26.6921 -1.1110 0.5674 -26.7069 0.0200 0.7843 0.7843 0.0392 18.1858 4.0000 
-1.1110 0.5674 -26.7069 -1.0729 0.5324 -26.7140 0.0200 0.7843 0.7843 0.0392 19.2281 4.0000 
-1.3763 0.7031 -26.8762 -1.4575 0.7584 -26.8947 0.0200 0.7843 0.7843 0.0392 19.0406 4.0000 
-1.4575 0.7584 -26.8947 -1.5360 0.8194 -26.9056 0.0200 0.7843 0.7843 0.0392 19.1182 4.0000 
-1.5360 0.8194 -26.9056 -1.6195 0.8744 -26.9071 0.0200 0.7843 0.7843 0.0392 19.2425 4.0000 
-1.6195 0.8744 -26.9071 -1.7015 0.9316 -26.9083 0.0200 0.7843 0.7843 0.0392 19.5875 4.0000 
-1.7015 0.9316 -26.9083 -1.7216 0.9448 -26.9088 0.0200 0.7843 0.7843 0.0392 20.4367 4.0000 
-1.2333 0.3545 -26.6157 -1.1823 0.3065 -26.5473 0.0200 0.6275 0.5882 0.1176 18.1416 3.0000 
-1.1823 0.3065 -26.5473 -1.1254 0.2545 -26.4838 0.0200 0.6275 0.5882 0.1176 18.2109 3.0000 
-1.1254 0.2545 -26.4838 -1.0933 0.1790 -26.4266 0.0200 0.6275 0.5882 0.1176 18.3191 3.0000 
-1.0933 0.1790 -26.4266 -1.0840 0.1486 -26.4022 0.0200 0.6275 0.5882 0.1176 18.3877 3.0000 
-1.0840 0.1486 -26.4022 -1.0397 0.0824 -26.3498 0.0200 0.6275 0.5882 0.1176 19.4435 3.0000 
-1.1823 0.3065 -26.5473 -1.0938 0.2841 -26.5880 0.0200 0.7843 0.7843 0.0392 18.2713 4.0000 
-1.0938 0.2841 -26.5880 -1.0094 0.2656 -26.6385 0.0200 0.7843 0.7843 0.0392 18.3772 4.0000 
-1.0094 0.2656 -26.6385 -0.9410 0.2450 -26.7085 0.0200 0.7843 0.7843 0.0392 18.7407 4.0000 
-0.9410 0.2450 -26.7085 -0.9323 0.2423 -26.7173 0.0200 0.7843 0.7843 0.0392 19.3585 4.0000 
-1.0840 0.1486 -26.4022 -0.9961 0.1060 -26.4233 0.0200 0.7843 0.7843 0.0392 19.5119 4.0000 
-0.9961 0.1060 -26.4233 -0.9081 0.0615 -26.4399 0.0200 0.7843 0.7843 0.0392 19.6071 4.0000 
-0.9081 0.0615 -26.4399 -0.8162 0.0246 -26.4541 0.0200 0.7843 0.7843 0.0392 19.7644 4.0000 
-0.8162 0.0246 -26.4541 -0.7241 -0.0115 -26.4686 0.0200 0.7843 0.7843 0.0392 20.3219 4.0000 
-0.7241 -0.0115 -26.4686 -0.7134 -0.0155 -26.4702 0.0200 0.7843 0.7843 0.0392 21.1415 4.0000 
-1.2444 0.1155 -26.6406 -1.1672 0.0809 -26.6509 0.0200 0.6275 0.5882 0.1176 18.3830 3.0000 
-1.1672 0.0809 -26.6509 -1.0765 0.0393 -26.6572 0.0200 0.6275 0.5882 0.1176 18.4625 3.0000 
-1.0765 0.0393 -26.6572 -0.9854 0.0032 -26.6771 0.0200 0.6275 0.5882 0.1176 18.5898 3.0000 
-0.9854 0.0032 -26.6771 -0.9474 -0.0035 -26.6878 0.0200 0.6275 0.5882 0.1176 18.6734 3.0000 
-0.9474 -0.0035 -26.6878 -0.8674 0.0218 -26.6981 0.0200 0.6275 0.5882 0.1176 19.8244 3.0000 
-1.1672 0.0809 -26.6509 -1.0992 0.1296 -26.5961 0.0200 0.7843 0.7843 0.0392 18.5015 4.0000 
-1.0992 0.1296 -26.5961 -1.0410 0.1884 -26.5399 0.0200 0.7843 0.7843 0.0392 18.5799 4.0000 
-1.0410 0.1884 -26.5399 -0.9857 0.2483 -26.4819 0.0200 0.7843 0.7843 0.0392 18.7309 4.0000 
-0.9857 0.2483 -26.4819 -0.9525 0.2886 -26.4366 0.0200 0.7843 0.7843 0.0392 19.6143 4.0000 
-0.9474 -0.0035 -26.6878 -0.9058 0.0798 -26.7243 0.0200 0.7843 0.7843 0.0392 19.8809 4.0000 
-0.9058 0.0798 -26.7243 -0.8687 0.1634 -26.7646 0.0200 0.7843 0.7843 0.0392 19.9627 4.0000 
-0.8687 0.1634 -26.7646 -0.8313 0.2449 -26.8089 0.0200 0.7843 0.7843 0.0392 20.1138 4.0000 
-0.8313 0.2449 -26.8089 -0.8033 0.3086 -26.8455 0.0200 0.7843 0.7843 0.0392 21.0961 4.0000 
-1.2058 -0.2989 -26.6841 -1.2376 -0.3489 -26.6258 0.0200 0.6275 0.5882 0.1176 18.8314 3.0000 
-1.2376 -0.3489 -26.6258 -1.2803 -0.3994 -26.5508 0.0200 0.6275 0.5882 0.1176 18.8993 3.0000 
-1.2803 -0.3994 -26.5508 -1.3183 -0.4552 -26.4770 0.0200 0.6275 0.5882 0.1176 19.0054 3.0000 
-1.3183 -0.4552 -26.4770 -1.3328 -0.4806 -26.4497 0.0200 0.6275 0.5882 0.1176 19.0725 3.0000 
-1.3328 -0.4806 -26.4497 -1.3949 -0.5348 -26.4016 0.0200 0.6275 0.5882 0.1176 20.1145 3.0000 
-1.2376 -0.3489 -26.6258 -1.1608 -0.4063 -26.5973 0.0200 0.7843 0.7843 0.0392 18.9527 4.0000 
-1.1608 -0.4063 -26.5973 -1.0842 -0.4637 -26.5683 0.0200 0.7843 0.7843 0.0392 19.0322 4.0000 
-1.0842 -0.4637 -26.5683 -1.0064 -0.5202 -26.5410 0.0200 0.7843 0.7843 0.0392 19.1639 4.0000 
-1.0064 -0.5202 -26.5410 -0.9384 -0.5889 -26.5151 0.0200 0.7843 0.7843 0.0392 19.6421 4.0000 
-0.9384 -0.5889 -26.5151 -0.9316 -0.5967 -26.5126 0.0200 0.7843 0.7843 0.0392 20.3087 4.0000 
-1.3328 -0.4806 -26.4497 -1.4057 -0.5393 -26.4848 0.0200 0.7843 0.7843 0.0392 20.1778 4.0000 
-1.4057 -0.5393 -26.4848 -1.4762 -0.6035 -26.5152 0.0200 0.7843 0.7843 0.0392 20.2656 4.0000 
-1.4762 -0.6035 -26.5152 -1.5434 -0.6616 -26.5612 0.0200 0.7843 0.7843 0.0392 20.4095 4.0000 
-1.5434 -0.6616 -26.5612 -1.6192 -0.7077 -26.6071 0.0200 0.7843 0.7843 0.0392 20.8810 4.0000 
-1.6192 -0.7077 -26.6071 -1.6305 -0.7146 -26.6135 0.0200 0.7843 0.7843 0.0392 21.6999 4.0000 
-1.0316 -0.7932 -26.7889 -1.0218 -0.8777 -26.8413 0.0200 0.6275 0.5882 0.1176 19.5046 3.0000 
-1.0218 -0.8777 -26.8413 -1.0211 -0.8897 -26.8483 0.0200 0.6275 0.5882 0.1176 19.5158 3.0000 
-1.0211 -0.8897 -26.8483 -1.0141 -0.9812 -26.8880 0.0200 0.6275 0.5882 0.1176 19.6129 3.0000 
-1.0141 -0.9812 -26.8880 -0.9962 -1.0601 -26.9468 0.0200 0.6275 0.5882 0.1176 19.7624 3.0000 
-0.9962 -1.0601 -26.9468 -0.9876 -1.0900 -26.9719 0.0200 0.6275 0.5882 0.1176 19.8550 3.0000 
-0.9876 -1.0900 -26.9719 -0.9708 -1.1383 -27.0579 0.0200 0.6275 0.5882 0.1176 20.8696 3.0000 
-0.9708 -1.1383 -27.0579 -0.9703 -1.1396 -27.0603 0.0200 0.6275 0.5882 0.1176 21.3807 3.0000 
-1.0211 -0.8897 -26.8483 -0.9892 -0.8693 -26.9409 0.0200 0.7843 0.7843 0.0392 19.6675 4.0000 
-0.9892 -0.8693 -26.9409 -0.9583 -0.8493 -27.0338 0.0200 0.7843 0.7843 0.0392 19.7394 4.0000 
-0.9583 -0.8493 -27.0338 -0.9239 -0.8271 -27.1251 0.0200 0.7843 0.7843 0.0392 19.8609 4.0000 
-0.9239 -0.8271 -27.1251 -0.8888 -0.8079 -27.2167 0.0200 0.7843 0.7843 0.0392 20.4550 4.0000 
-0.8888 -0.8079 -27.2167 -0.8874 -0.8072 -27.2202 0.0200 0.7843 0.7843 0.0392 20.8606 4.0000 
-0.9876 -1.0900 -26.9719 -0.9208 -1.0537 -27.0368 0.0200 0.7843 0.7843 0.0392 21.4355 4.0000 
-0.9208 -1.0537 -27.0368 -0.8545 -1.0167 -27.1020 0.0200 0.7843 0.7843 0.0392 21.5114 4.0000 
-0.8545 -1.0167 -27.1020 -0.7870 -0.9764 -27.1638 0.0200 0.7843 0.7843 0.0392 21.6357 4.0000 
-0.7870 -0.9764 -27.1638 -0.7189 -0.9362 -27.2250 0.0200 0.7843 0.7843 0.0392 22.0379 4.0000 
-0.7189 -0.9362 -27.2250 -0.7086 -0.9307 -27.2347 0.0200 0.7843 0.7843 0.0392 22.7549 4.0000 
-0.8377 -1.2052 -26.7599 -0.7914 -1.1824 -26.8455 0.0200 0.6275 0.5882 0.1176 20.1020 3.0000 
-0.7914 -1.1824 -26.8455 -0.7817 -1.1774 -26.8652 0.0200 0.6275 0.5882 0.1176 20.1167 3.0000 
-0.7817 -1.1774 -26.8652 -0.7558 -1.1541 -26.9589 0.0200 0.6275 0.5882 0.1176 20.1971 3.0000 
-0.7558 -1.1541 -26.9589 -0.7104 -1.1680 -27.0470 0.0200 0.6275 0.5882 0.1176 20.3238 3.0000 
-0.7104 -1.1680 -27.0470 -0.6911 -1.1724 -27.0817 0.0200 0.6275 0.5882 0.1176 20.4053 3.0000 
